monthly_transaction_2024,transaction_type,channel,total_transaction,number_of_transactions,avg_transaction,percentage_per_channel,running_total,row_num
2024-04-01,Transfer,Internet Banking,21288.08,3,7096.03,37.9352590406414327,546379.12,4
2024-05-01,Transfer,ATM,328.23,1,328.23,0.4849770587810280,490262.25,1
2024-05-01,Transfer,Internet Banking,2973.65,2,1486.83,4.3937240070810226,490262.25,2
2024-05-01,Transfer,Branch,6993.70,2,3496.85,10.3335589556008770,490262.25,3
2024-05-01,Transfer,EFTPOS,14654.75,1,14654.75,21.6531625755454126,490262.25,4
2024-05-01,Transfer,Mobile App,42729.16,5,8545.83,63.1345774029916596,490262.25,5
2024-06-01,Transfer,ATM,7782.79,1,7782.79,10.6576697786039760,422582.76,1
2024-06-01,Transfer,Branch,9781.73,1,9781.73,13.3949969359913180,422582.76,2
2024-06-01,Transfer,Internet Banking,10863.58,1,10863.58,14.8764708097541603,422582.76,3
2024-06-01,Transfer,EFTPOS,18484.15,3,6161.38,25.3119982471816255,422582.76,4
2024-06-01,Transfer,Mobile App,26113.00,2,13056.50,35.7588642284689199,422582.76,5
2024-07-01,Transfer,Mobile App,3385.15,1,3385.15,8.0195122552143472,349557.51,1
2024-07-01,Transfer,Internet Banking,10929.91,1,10929.91,25.8932535318641258,349557.51,2
2024-07-01,Transfer,EFTPOS,27896.36,3,9298.79,66.0872342129215269,349557.51,3
2024-08-01,Transfer,Mobile App,6020.50,1,6020.50,7.2824679467988530,307346.09,1
2024-08-01,Transfer,Branch,17404.04,3,5801.35,21.0521324549132315,307346.09,2
2024-08-01,Transfer,Internet Banking,28696.42,2,14348.21,34.7115287497512735,307346.09,3
2024-08-01,Transfer,ATM,30550.19,3,10183.40,36.9538708485366418,307346.09,4
2024-09-01,Transfer,Branch,5901.60,1,5901.60,8.5968174761167952,224674.94,1
2024-09-01,Transfer,ATM,9749.56,2,4874.78,14.2021126122490956,224674.94,2
2024-09-01,Transfer,Internet Banking,13102.71,1,13102.71,19.0866216470940583,224674.94,3
2024-09-01,Transfer,Mobile App,19547.87,3,6515.96,28.4752389922833162,224674.94,4
2024-09-01,Transfer,EFTPOS,20346.92,4,5086.73,29.6392092722567345,224674.94,5
2024-10-01,Transfer,Internet Banking,9166.90,1,9166.90,18.7070581906667352,156026.28,1
2024-10-01,Transfer,Branch,11502.09,1,11502.09,23.4725225478936116,156026.28,2
2024-10-01,Transfer,Mobile App,28333.37,3,9444.46,57.8204192614396531,156026.28,3
2024-11-01,Transfer,Branch,1010.27,1,1010.27,2.9594522785500567,107023.92,1
2024-11-01,Transfer,Mobile App,9007.27,2,4503.63,26.3856055559559024,107023.92,2
2024-11-01,Transfer,Internet Banking,9875.32,1,9875.32,28.9284431641154803,107023.92,3
2024-11-01,Transfer,ATM,14244.20,2,7122.10,41.7264990013785604,107023.92,4
2024-12-01,Transfer,ATM,5664.03,1,5664.03,7.7709891741803666,72886.86,1
2024-12-01,Transfer,Branch,13557.08,1,13557.08,18.6001701815663344,72886.86,2
2024-12-01,Transfer,EFTPOS,25471.88,3,8490.63,34.9471495959628388,72886.86,3
2024-12-01,Transfer,Internet Banking,28193.87,4,7048.47,38.6816910482904600,72886.86,4
